期數,日期,中獎號碼 1,2,3,4,5,6,特別號碼,上期出現號碼,小,大,單數,雙數,1-10,11-20,21-30,31-40,41-50,頭獎 中獎注數,頭獎 每注獎金,二獎 中獎注數,二獎 每注獎金,三獎 中獎注數,三獎 每注獎金,四獎 中獎注數,四獎 每注獎金,五獎 中獎注數,五獎 每注獎金,六獎 中獎注數,六獎 每注獎金,七獎 中獎注數,七獎 每注獎金,八獎 中獎注數,八獎 每注獎金
112000073,2023-08-01,11,26,37,38,40,41,28,,1,5,3,3,0,1,1,3,1,0,0.00,1,2175886.00,36,65090.00,111,13571.00,2148,2000.00,2713,1000.00,29012,400.00,38382,400.00
112000072,2023-07-28,1,3,22,25,34,44,32,,3,3,3,3,2,0,2,1,1,0,0.00,1,1914765.00,26,79309.00,77,17215.00,1740,2000.00,2067,1000.00,22702,400.00,31369,400.00
112000071,2023-07-25,12,17,28,33,40,45,39,,2,4,3,3,0,2,1,2,1,0,0.00,1,2128014.00,45,50926.00,101,14586.00,2041,2000.00,2445,1000.00,24894,400.00,35320,400.00
112000070,2023-07-21,3,15,35,39,41,49,38,,2,4,6,0,1,1,0,2,2,0,0.00,1,2028963.00,31,70485.00,77,18242.00,1701,2000.00,2376,1000.00,24446,400.00,32018,400.00
112000069,2023-07-18,4,5,16,19,34,40,10,34,4,2,2,4,2,2,0,2,0,0,0.00,3,577750.00,17,109798.00,84,14285.00,1649,2000.00,2570,1000.00,27101,400.00,31881,400.00
112000068,2023-07-14,10,15,17,33,34,45,36,"10,34",3,3,4,2,1,2,0,2,1,0,0.00,2,1239066.00,23,116032.00,102,16819.00,2128,2000.00,2789,1000.00,30488,400.00,39903,400.00
112000067,2023-07-11,10,21,26,34,48,49,39,21,2,4,2,4,1,0,2,1,2,0,0.00,2,1085040.00,33,70818.00,102,14729.00,1880,2000.00,2325,1000.00,25153,400.00,33676,400.00
112000066,2023-07-07,3,6,15,21,24,33,14,"6,15,24",5,1,4,2,2,1,2,1,0,0,0.00,3,1940438.00,29,70543.00,78,16860.00,2291,2000.00,2633,1000.00,27156,400.00,37956,400.00
112000065,2023-07-04,6,12,15,16,24,41,21,6,5,1,2,4,1,3,1,0,1,0,0.00,0,0.00,31,66269.00,96,13756.00,2168,2000.00,3007,1000.00,28674,400.00,37646,400.00
112000064,2023-06-30,6,22,26,29,32,43,38,43,2,4,2,4,1,0,3,1,1,0,0.00,0,0.00,39,55615.00,89,15666.00,1967,2000.00,2678,1000.00,27735,400.00,35763,400.00
112000063,2023-06-27,13,24,30,37,43,44,4,,2,4,3,3,0,1,2,1,2,0,0.00,1,2242536.00,36,67084.00,91,17060.00,2087,2000.00,2709,1000.00,28497,400.00,37900,400.00
112000062,2023-06-23,4,8,23,31,42,49,16,,3,3,3,3,2,0,1,1,2,1,100000000.00,2,2532965.00,50,54226.00,270,6455.00,2568,2000.00,3661,1000.00,35764,400.00,47555,400.00
112000061,2023-06-20,5,15,32,34,37,41,11,41,2,4,4,2,1,1,0,3,1,0,0.00,0,0.00,41,66934.00,104,16963.00,2299,2000.00,3288,1000.00,35795,400.00,42525,400.00
112000060,2023-06-16,2,21,22,30,33,41,42,21,3,3,3,3,1,0,3,1,1,0,0.00,2,1251195.00,50,53897.00,113,15331.00,2375,2000.00,3085,1000.00,29599,400.00,42542,400.00
112000059,2023-06-13,1,6,8,9,10,21,2,,6,0,3,3,5,0,1,0,0,4,53759000.00,9,229056.00,141,15745.00,382,3736.00,5114,2000.00,6517,1000.00,49514,400.00,68784,324.00
112000058,2023-06-09,30,32,36,38,46,49,26,30,0,6,1,5,0,0,1,3,2,0,0.00,1,5475332.00,45,72992.00,89,23725.00,2259,2000.00,3289,1000.00,34524,400.00,42439,400.00
112000057,2023-06-06,8,13,27,30,41,43,18,13,2,4,4,2,1,1,2,0,2,0,0.00,0,0.00,49,53303.00,95,17674.00,2494,2000.00,3052,1000.00,32068,400.00,43213,400.00
112000056,2023-06-02,1,5,13,16,23,34,49,5,5,1,4,2,2,2,1,1,0,0,0.00,1,1665522.00,44,40764.00,75,15374.00,1845,2000.00,2131,1000.00,21050,400.00,32888,400.00
112000055,2023-05-30,5,6,9,29,43,45,27,5,3,3,5,1,3,0,1,0,2,0,0.00,1,4475564.00,27,60203.00,74,14121.00,1690,2000.00,2562,1000.00,25565,400.00,32252,400.00
112000054,2023-05-26,5,10,12,15,30,36,26,5,4,2,2,4,2,2,1,1,0,0,0.00,0,0.00,55,23559.00,159,5238.00,2480,2000.00,3230,1000.00,27940,400.00,38578,387.00
112000053,2023-05-23,5,20,23,38,44,46,33,"5,38,44",3,3,2,4,1,1,1,1,2,0,0.00,0,0.00,23,82546.00,63,19373.00,1584,2000.00,2158,1000.00,21605,400.00,29038,400.00
112000052,2023-05-19,5,8,9,35,38,44,31,38,3,3,3,3,3,0,0,2,1,0,0.00,1,1488616.00,33,48579.00,68,15155.00,1820,2000.00,2062,1000.00,21563,400.00,31994,400.00
112000051,2023-05-16,1,19,26,34,38,43,48,,2,4,3,3,1,1,1,2,1,0,0.00,2,939496.00,50,40470.00,65,20012.00,1781,2000.00,1844,1000.00,19101,400.00,30189,400.00
112000050,2023-05-12,2,7,9,18,20,48,14,,5,1,2,4,3,2,0,0,1,1,408573433.00,2,1556737.00,65,51584.00,190,11344.00,3755,2000.00,4936,1000.00,47182,400.00,66662,400.00
112000049,2023-05-09,1,21,22,29,31,44,3,21,3,3,4,2,1,0,3,1,1,0,0.00,4,1928829.00,55,55873.00,162,12194.00,2838,2000.00,4419,1000.00,44964,400.00,52128,400.00
112000048,2023-05-05,10,13,16,19,21,48,30,,5,1,3,3,1,3,1,0,1,0,0.00,0,0.00,55,51978.00,114,16121.00,2651,2000.00,3628,1000.00,36028,400.00,47490,400.00
112000047,2023-05-02,8,9,14,37,42,46,10,,3,3,2,4,2,1,0,1,2,0,0.00,0,0.00,46,51673.00,93,16430.00,2395,2000.00,3005,1000.00,34024,400.00,42618,400.00
112000046,2023-04-28,5,31,38,41,43,47,28,"5,41",1,5,5,1,1,0,0,2,3,0,0.00,3,811137.00,47,55757.00,85,19819.00,1750,2000.00,2510,1000.00,27245,400.00,33853,400.00
112000045,2023-04-25,5,12,13,27,28,41,37,27,3,3,4,2,1,2,2,0,1,0,0.00,1,1932750.00,30,69380.00,124,10790.00,2377,2000.00,3079,1000.00,29505,400.00,40311,400.00
112000044,2023-04-21,7,11,23,25,27,43,5,43,3,3,6,0,1,1,3,0,1,0,0.00,2,768146.00,45,36765.00,117,9090.00,2173,2000.00,3758,1000.00,34294,400.00,38836,400.00
112000043,2023-04-18,6,8,10,28,41,43,45,10,3,3,2,4,3,0,1,0,2,0,0.00,2,912246.00,35,56138.00,93,13581.00,2142,2000.00,2444,1000.00,25157,400.00,40199,400.00
112000042,2023-04-14,10,22,23,35,46,49,2,,3,3,3,3,1,0,2,1,2,0,0.00,1,1895747.00,37,55177.00,107,12265.00,1659,2000.00,2558,1000.00,26726,400.00,31742,400.00
112000041,2023-04-11,9,12,30,31,33,37,25,,2,4,4,2,1,1,1,3,0,0,0.00,2,868497.00,34,55017.00,103,11675.00,2004,2000.00,2687,1000.00,26542,400.00,36050,400.00
112000040,2023-04-07,4,11,20,25,32,39,30,,3,3,3,3,1,2,1,2,0,0,0.00,1,5122032.00,56,29592.00,98,10870.00,2190,2000.00,2617,1000.00,25525,400.00,35392,400.00
112000039,2023-04-04,10,19,21,33,35,47,9,"10,47",3,3,5,1,1,1,1,2,1,0,0.00,0,0.00,24,75858.00,66,17733.00,1450,2000.00,2278,1000.00,24613,400.00,27558,400.00
112000038,2023-03-31,10,22,26,29,45,47,41,"10,26",2,4,3,3,1,0,3,0,2,0,0.00,0,0.00,18,113235.00,71,18454.00,1414,2000.00,1832,1000.00,19404,400.00,27430,400.00
112000037,2023-03-28,3,10,26,35,37,44,15,26,2,4,3,3,2,0,1,2,1,0,0.00,2,1700377.00,28,62576.00,104,10830.00,1505,2000.00,2370,1000.00,23634,400.00,28317,400.00
112000036,2023-03-24,2,14,26,34,40,46,13,,2,4,0,6,1,1,1,2,1,0,0.00,0,0.00,20,95510.00,84,14618.00,1575,2000.00,2264,1000.00,22419,400.00,28325,400.00
112000035,2023-03-21,3,11,20,30,41,45,28,,3,3,4,2,1,2,1,0,2,0,0.00,1,3196788.00,25,72181.00,81,14321.00,1811,2000.00,2421,1000.00,24552,400.00,32700,400.00
112000034,2023-03-17,6,7,10,24,29,40,16,,4,2,2,4,3,0,2,1,0,1,100000000.00,0,0.00,47,34854.00,77,13676.00,2073,2000.00,2534,1000.00,24924,400.00,34857,400.00
112000033,2023-03-14,3,4,11,12,20,37,5,,5,1,3,3,2,3,0,1,0,1,100000000.00,1,1286714.00,89,15569.00,161,5532.00,3491,2000.00,3924,1000.00,33506,400.00,45201,274.00
112000032,2023-03-10,15,19,29,32,39,40,35,32,2,4,4,2,0,2,1,3,0,0,0.00,2,3641312.00,28,74521.00,79,16979.00,1725,2000.00,2526,1000.00,23770,400.00,32024,400.00
112000031,2023-03-07,13,17,23,25,32,41,16,13,3,3,5,1,0,2,2,1,1,0,0.00,0,0.00,44,49635.00,88,15954.00,2079,2000.00,2576,1000.00,26418,400.00,38178,400.00
112000030,2023-03-03,13,16,18,22,34,42,14,,4,2,1,5,0,3,1,1,1,1,368564088.00,0,0.00,55,64949.00,148,15516.00,3212,2000.00,4402,1000.00,45214,400.00,59299,400.00
112000029,2023-02-28,2,11,25,26,27,35,10,,2,4,4,2,1,1,3,1,0,0,0.00,1,2437638.00,64,41017.00,237,7120.00,3245,2000.00,5115,1000.00,47164,400.00,57255,400.00
112000028,2023-02-24,15,38,39,40,45,48,2,,1,5,3,3,0,1,0,3,2,0,0.00,1,2917202.00,48,65450.00,131,15416.00,2572,2000.00,3689,1000.00,37169,400.00,45705,400.00
112000027,2023-02-21,1,5,6,11,26,46,41,26,4,2,3,3,3,1,1,0,1,0,0.00,2,1264537.00,70,38908.00,132,13264.00,3194,2000.00,3365,1000.00,33281,400.00,53097,400.00
112000026,2023-02-17,7,9,14,16,26,33,27,,4,2,3,3,2,2,1,1,0,0,0.00,1,2081565.00,45,49815.00,144,10007.00,2734,2000.00,3677,1000.00,36133,400.00,46864,400.00
112000025,2023-02-14,11,22,23,30,31,49,14,11,3,3,4,2,0,1,3,1,1,0,0.00,1,2310805.00,46,54099.00,101,15839.00,2189,2000.00,2986,1000.00,32368,400.00,41660,400.00
112000024,2023-02-10,7,11,24,28,33,46,3,"11,28",3,3,3,3,1,1,2,1,1,0,0.00,1,2068407.00,53,42028.00,118,12135.00,2259,2000.00,3414,1000.00,32906,400.00,40744,400.00
112000023,2023-02-07,3,8,11,18,28,47,5,,4,2,3,3,2,2,1,0,1,0,0.00,1,1385002.00,39,38244.00,164,5846.00,2405,2000.00,3604,1000.00,32201,400.00,41017,400.00
112000022,2023-02-05,5,19,25,33,38,42,41,,2,4,4,2,1,1,1,2,1,0,0.00,2,1107367.00,48,49689.00,97,15806.00,2562,2000.00,2827,1000.00,28385,400.00,41995,400.00
112000021,2023-02-04,2,14,20,21,22,49,38,14,5,1,2,4,1,2,2,0,1,0,0.00,3,745808.00,34,70868.00,112,13830.00,2302,2000.00,2915,1000.00,29992,400.00,40793,400.00
112000020,2023-02-03,3,14,25,29,44,45,46,45,2,4,4,2,1,1,2,0,2,0,0.00,1,8575824.00,56,55689.00,131,15303.00,2802,2000.00,3376,1000.00,34014,400.00,50521,400.00
112000019,2023-02-02,8,13,19,21,31,45,37,"8,19",4,2,5,1,1,2,1,1,1,0,0.00,0,0.00,59,51485.00,137,14253.00,2757,2000.00,3753,1000.00,36313,400.00,49772,400.00
112000018,2023-02-01,5,8,19,23,33,46,48,33,4,2,4,2,2,1,1,1,1,1,122524346.00,0,0.00,65,47373.00,139,14241.00,3284,2000.00,3684,1000.00,37125,400.00,58098,400.00
112000017,2023-01-31,1,26,33,36,40,42,37,,1,5,2,4,1,0,1,3,1,0,0.00,3,1170089.00,54,70005.00,151,16093.00,3187,2000.00,4398,1000.00,45765,400.00,58143,400.00
112000016,2023-01-30,7,18,23,39,41,43,25,,3,3,5,1,1,1,1,1,2,0,0.00,1,7367913.00,66,54543.00,167,13857.00,3608,2000.00,4877,1000.00,48327,400.00,63495,400.00
112000015,2023-01-29,2,8,9,15,27,31,42,,4,2,4,2,3,1,1,1,0,1,331398235.00,0,0.00,125,34678.00,255,10928.00,6070,2000.00,6355,1000.00,61615,400.00,100073,400.00
112000014,2023-01-28,1,19,23,30,35,48,45,,3,3,4,2,1,1,2,1,1,0,0.00,3,1422570.00,88,52227.00,214,13806.00,4239,2000.00,5660,1000.00,56496,400.00,77424,400.00
112000013,2023-01-27,4,13,28,33,38,39,42,13,2,4,3,3,1,1,1,3,0,0,0.00,2,4706856.00,93,53617.00,219,14637.00,4860,2000.00,5833,1000.00,59084,400.00,88780,400.00
112000012,2023-01-26,10,12,13,21,40,42,49,,4,2,2,4,1,2,1,1,1,0,0.00,0,0.00,89,57880.00,261,12688.00,4804,2000.00,6060,1000.00,60949,400.00,88159,400.00
112000011,2023-01-25,2,3,8,23,24,27,14,2,5,1,3,3,3,0,3,0,0,0,0.00,2,2012520.00,124,34956.00,279,9987.00,6471,2000.00,7534,1000.00,70914,400.00,106127,400.00
112000010,2023-01-24,2,4,18,20,30,32,10,18,4,2,0,6,2,2,1,1,0,0,0.00,4,1134426.00,103,47444.00,285,11022.00,5138,2000.00,7784,1000.00,73502,400.00,91577,400.00
112000009,2023-01-23,7,10,18,23,34,35,9,10,4,2,3,3,2,1,1,2,0,3,33333333.00,4,1130648.00,91,53521.00,314,9971.00,5654,2000.00,8484,1000.00,82949,400.00,100997,400.00
112000008,2023-01-22,6,8,10,22,27,29,23,,4,2,2,4,3,0,3,0,0,1,112424722.00,3,1501670.00,165,29403.00,396,7875.00,7448,2000.00,9129,1000.00,84875,400.00,120071,400.00
112000007,2023-01-21,1,5,16,21,23,25,30,"16,25",5,1,5,1,2,1,3,0,0,0,0.00,5,881340.00,112,42372.00,289,10556.00,5570,2000.00,7462,1000.00,70574,400.00,97160,400.00
112000006,2023-01-20,16,25,27,31,34,42,6,42,1,5,3,3,0,1,2,2,1,1,200072070.00,4,1728222.00,90,57402.00,236,14072.00,4529,2000.00,6499,1000.00,67778,400.00,82698,400.00
112000005,2023-01-17,5,17,23,24,36,42,16,"5,23,24",4,2,3,3,1,1,2,1,1,0,0.00,0,0.00,64,35600.00,96,15257.00,2578,2000.00,2908,1000.00,29413,400.00,41500,400.00
112000004,2023-01-13,5,21,23,24,40,44,17,21,4,2,3,3,1,0,3,1,1,0,0.00,2,3047223.00,38,57914.00,94,15050.00,1890,2000.00,2647,1000.00,28572,400.00,35356,400.00
112000003,2023-01-10,15,21,22,30,41,42,24,22,3,3,3,3,0,1,3,0,2,0,0.00,0,0.00,26,87119.00,91,16001.00,1792,2000.00,2249,1000.00,24397,400.00,32258,400.00
112000002,2023-01-06,19,22,29,36,43,46,30,19,2,4,3,3,0,1,2,1,2,0,0.00,0,0.00,34,61688.00,89,15149.00,1554,2000.00,2066,1000.00,22811,400.00,28897,400.00
112000001,2023-01-03,2,4,8,19,24,39,28,8,5,1,2,4,3,1,1,1,0,0,0.00,1,1491116.00,48,33454.00,108,9558.00,1998,2000.00,2779,1000.00,27079,400.00,35085,400.00
111000114,2022-12-30,5,8,14,17,20,46,7,,5,1,2,4,2,3,0,0,1,0,0.00,2,2396672.00,49,29910.00,138,6827.00,2058,2000.00,3059,1000.00,29172,400.00,34700,400.00
111000113,2022-12-27,3,11,16,21,22,39,4,39,5,1,4,2,1,2,2,1,0,1,126290451.00,0,0.00,31,58845.00,96,12215.00,1761,2000.00,2687,1000.00,26064,400.00,32409,400.00
111000112,2022-12-23,9,13,32,34,35,39,1,32,2,4,4,2,1,1,0,4,0,0,0.00,0,0.00,31,60395.00,61,19730.00,1595,2000.00,2164,1000.00,23150,400.00,29403,400.00
111000111,2022-12-20,3,4,12,16,29,32,39,12,4,2,2,4,2,2,1,1,0,0,0.00,1,6578397.00,37,46617.00,81,13689.00,1925,2000.00,2119,1000.00,21791,400.00,34095,400.00
111000110,2022-12-16,6,11,12,40,47,49,28,"6,12,47",3,3,3,3,1,2,0,1,2,0,0.00,0,0.00,20,90342.00,76,15283.00,1423,2000.00,2110,1000.00,22431,400.00,27154,400.00
111000109,2022-12-13,6,9,12,14,33,47,34,,4,2,3,3,2,2,0,1,1,0,0.00,0,0.00,48,31342.00,78,12399.00,2247,2000.00,2180,1000.00,21494,400.00,35857,400.00
111000108,2022-12-09,10,16,22,40,45,48,31,10,3,3,1,5,1,1,1,1,2,0,0.00,0,0.00,20,102414.00,61,21586.00,1396,2000.00,1853,1000.00,19521,400.00,26142,400.00
111000107,2022-12-06,10,15,27,32,39,42,28,,2,4,3,3,1,1,1,2,1,2,50000000.00,3,574838.00,48,38691.00,79,15112.00,1825,2000.00,2274,1000.00,22777,400.00,31252,400.00
111000106,2022-12-02,8,22,28,40,41,45,34,,2,4,2,4,1,0,2,1,2,0,0.00,1,7084908.00,29,64600.00,79,15244.00,1718,2000.00,1904,1000.00,19386,400.00,28900,400.00
111000105,2022-11-29,6,21,34,37,46,49,18,,2,4,3,3,1,0,1,2,2,1,134981179.00,0,0.00,38,54118.00,81,16321.00,1644,2000.00,2275,1000.00,23201,400.00,29681,400.00
111000104,2022-11-25,14,15,20,26,35,41,36,,3,3,3,3,0,3,1,1,1,0,0.00,0,0.00,28,66480.00,73,16392.00,1535,2000.00,2154,1000.00,22572,400.00,29419,400.00
111000103,2022-11-22,5,13,18,24,27,48,32,27,4,2,3,3,1,2,2,0,1,0,0.00,0,0.00,27,68093.00,92,12846.00,1785,2000.00,2314,1000.00,22412,400.00,31636,400.00
111000102,2022-11-18,10,17,27,37,44,45,22,,2,4,4,2,1,1,1,1,2,0,0.00,1,5354422.00,36,51956.00,67,17946.00,1559,2000.00,2264,1000.00,23580,400.00,28797,400.00
111000101,2022-11-15,19,20,26,29,34,39,4,"19,20",2,4,3,3,0,2,2,2,0,0,0.00,0,0.00,39,49319.00,78,15852.00,1592,2000.00,2114,1000.00,23045,400.00,29200,400.00
111000100,2022-11-11,2,10,19,20,36,48,37,,4,2,1,5,2,2,0,1,1,0,0.00,0,0.00,27,73052.00,95,13347.00,1798,2000.00,2296,1000.00,22395,400.00,33247,400.00
111000099,2022-11-08,15,18,37,39,44,47,43,47,2,4,4,2,0,2,0,2,2,1,485949322.00,2,5055962.00,71,66370.00,158,19173.00,3713,2000.00,5050,1000.00,52797,400.00,68429,400.00
111000098,2022-11-04,11,21,23,30,36,47,6,,3,3,4,2,0,1,3,1,1,0,0.00,0,0.00,84,38136.00,149,13821.00,3295,2000.00,4594,1000.00,45297,400.00,59704,400.00
111000097,2022-11-01,17,24,28,32,34,40,3,"17,32",2,4,1,5,0,1,2,3,0,0,0.00,0,0.00,50,59480.00,111,17223.00,2267,2000.00,3237,1000.00,34949,400.00,44378,400.00
111000096,2022-10-28,17,18,19,23,25,32,26,"18,32",4,2,4,2,0,3,2,1,0,0,0.00,2,2495277.00,55,49532.00,129,13576.00,2411,2000.00,3186,1000.00,33431,400.00,44095,400.00
111000095,2022-10-25,18,32,36,43,48,49,23,"36,49",1,5,2,4,0,1,0,2,3,0,0.00,0,0.00,40,66254.00,115,14814.00,1973,2000.00,3069,1000.00,31004,400.00,36870,400.00
111000094,2022-10-21,11,20,36,37,42,49,3,,2,4,3,3,0,2,0,2,2,0,0.00,1,4425923.00,34,71678.00,98,15986.00,1918,2000.00,2761,1000.00,29390,400.00,35091,400.00
111000093,2022-10-18,1,14,27,38,39,47,49,1,2,4,4,2,1,1,1,2,1,0,0.00,0,0.00,30,77644.00,99,15125.00,1814,2000.00,2395,1000.00,25165,400.00,33713,400.00
111000092,2022-10-14,1,11,13,25,32,36,30,"1,25",3,3,4,2,1,2,1,2,0,0,0.00,2,985936.00,37,57393.00,87,15691.00,1996,2000.00,2665,1000.00,26642,400.00,36457,400.00
111000091,2022-10-11,1,3,23,25,42,46,2,,3,3,4,2,2,0,2,0,2,0,0.00,3,648007.00,33,63441.00,103,13066.00,1868,2000.00,2768,1000.00,28653,400.00,35203,400.00
111000090,2022-10-07,5,10,15,16,26,30,12,,4,2,2,4,2,2,2,0,0,0,0.00,3,652172.00,62,33984.00,177,7652.00,3105,2000.00,4583,1000.00,41763,400.00,50319,400.00
111000089,2022-10-04,13,14,23,34,43,49,44,34,3,3,4,2,0,2,1,1,2,0,0.00,2,1181739.00,40,63632.00,92,17785.00,1924,2000.00,2609,1000.00,26143,400.00,36209,400.00
111000088,2022-09-30,5,12,18,28,34,39,24,"28,34",3,3,2,4,1,2,1,2,0,0,0.00,2,1022017.00,49,44923.00,101,14010.00,2139,2000.00,2853,1000.00,29967,400.00,39506,400.00
111000087,2022-09-27,10,17,28,34,40,43,29,,2,4,2,4,1,1,1,2,1,0,0.00,2,1031542.00,37,60048.00,120,11902.00,2011,2000.00,2828,1000.00,28579,400.00,36139,400.00
111000086,2022-09-23,2,12,30,31,44,48,46,,2,4,1,5,1,1,1,1,2,0,0.00,1,2343261.00,45,56078.00,92,17633.00,1924,2000.00,2425,1000.00,25438,400.00,36600,400.00
111000085,2022-09-20,11,13,24,29,35,43,1,,3,3,5,1,0,2,2,1,1,0,0.00,2,1006883.00,47,46141.00,120,11617.00,2458,2000.00,3157,1000.00,32433,400.00,41738,400.00
111000084,2022-09-16,2,6,7,27,31,44,28,7,3,3,3,3,3,0,1,1,1,0,0.00,1,2291926.00,48,51421.00,112,14167.00,2496,2000.00,3229,1000.00,34598,400.00,44602,400.00
111000083,2022-09-13,7,10,15,21,34,48,38,"7,15",4,2,3,3,2,1,1,1,1,1,100000000.00,2,1346536.00,44,65914.00,136,13709.00,2763,2000.00,3375,1000.00,34872,400.00,48713,400.00
111000082,2022-09-09,7,15,17,28,36,39,1,36,3,3,4,2,1,2,1,2,0,0,0.00,2,1352120.00,42,69339.00,174,10759.00,3162,2000.00,4292,1000.00,42361,400.00,54815,400.00
111000081,2022-09-06,26,32,35,36,38,49,39,36,0,6,2,4,0,0,1,4,1,1,100000000.00,1,7288573.00,42,70395.00,119,15972.00,2349,2000.00,3243,1000.00,32993,400.00,43216,400.00
111000080,2022-09-02,20,23,25,36,43,45,38,45,2,4,4,2,0,1,2,1,2,1,148942092.00,0,0.00,40,69391.00,87,20509.00,2078,2000.00,2932,1000.00,30994,400.00,39638,400.00
111000079,2022-08-30,5,8,16,27,35,45,37,16,3,3,4,2,2,1,1,1,1,0,0.00,0,0.00,43,49231.00,124,10975.00,2636,2000.00,2980,1000.00,30505,400.00,46491,400.00
111000078,2022-08-26,4,16,17,30,38,42,5,,3,3,1,5,1,2,1,1,1,0,0.00,2,805193.00,30,57808.00,72,15484.00,1437,2000.00,2106,1000.00,22409,400.00,26900,400.00
111000077,2022-08-23,6,23,24,25,47,49,5,,3,3,4,2,1,0,3,0,2,0,0.00,2,2826431.00,34,49340.00,85,12687.00,1588,2000.00,2257,1000.00,23287,400.00,28775,400.00
111000076,2022-08-19,3,4,10,21,28,41,15,,4,2,3,3,3,0,2,0,1,0,0.00,0,0.00,38,39147.00,109,8773.00,1792,2000.00,2602,1000.00,23409,400.00,32194,400.00
111000075,2022-08-16,1,7,11,16,18,31,24,7,5,1,4,2,2,3,0,1,0,0,0.00,0,0.00,48,28898.00,104,8574.00,2156,2000.00,2592,1000.00,23934,400.00,34312,400.00
111000074,2022-08-12,4,7,15,21,37,43,5,21,4,2,5,1,2,1,1,1,1,0,0.00,0,0.00,33,46526.00,77,12818.00,1807,2000.00,2347,1000.00,23547,400.00,29647,400.00
111000073,2022-08-09,9,11,21,23,30,33,34,"21,30",4,2,5,1,1,1,3,1,0,1,100000000.00,1,1497940.00,39,41363.00,75,13827.00,1890,2000.00,2140,1000.00,21070,400.00,32152,400.00
111000072,2022-08-05,5,18,21,30,43,46,26,,3,3,3,3,1,1,2,0,2,1,222733763.00,2,2666959.00,40,54501.00,111,12625.00,1819,2000.00,2377,1000.00,24419,400.00,32273,400.00
111000071,2022-08-02,2,26,28,29,37,48,5,37,1,5,2,4,1,0,3,1,1,0,0.00,0,0.00,33,54810.00,90,12919.00,1772,2000.00,2827,1000.00,28488,400.00,33204,400.00
111000070,2022-07-29,12,18,19,21,33,37,15,12,4,2,4,2,0,3,1,2,0,0,0.00,0,0.00,33,53194.00,83,13596.00,1991,2000.00,2475,1000.00,23939,400.00,34497,400.00
111000069,2022-07-26,10,12,17,27,29,39,47,12,3,3,4,2,1,2,2,1,0,0,0.00,1,3096082.00,49,36024.00,65,17457.00,1955,2000.00,2132,1000.00,20586,400.00,33914,400.00
111000068,2022-07-22,11,12,24,30,33,38,31,,3,3,2,4,0,2,2,2,0,0,0.00,0,0.00,24,65376.00,91,11084.00,1871,2000.00,2261,1000.00,23636,400.00,34847,400.00
111000067,2022-07-19,9,16,23,29,40,41,43,41,3,3,4,2,1,1,2,1,1,0,0.00,2,1689541.00,24,75405.00,59,19718.00,1563,2000.00,1895,1000.00,18473,400.00,27141,400.00
111000066,2022-07-15,14,15,27,41,43,49,39,14,2,4,5,1,0,2,1,0,3,0,0.00,0,0.00,23,79534.00,56,20999.00,1299,2000.00,1825,1000.00,19289,400.00,25022,400.00
111000065,2022-07-12,7,14,17,20,29,45,30,,4,2,4,2,1,3,1,0,1,0,0.00,2,2150298.00,39,39306.00,94,10483.00,1757,2000.00,2161,1000.00,21599,400.00,30152,400.00
111000064,2022-07-08,5,9,15,35,40,44,10,,3,3,4,2,2,1,0,2,1,0,0.00,0,0.00,32,48240.00,65,15267.00,1472,2000.00,2251,1000.00,23014,400.00,27745,400.00
111000063,2022-07-05,3,8,26,38,45,47,35,,2,4,3,3,2,0,1,1,2,0,0.00,0,0.00,38,40915.00,76,13151.00,1457,2000.00,2019,1000.00,19027,400.00,26783,400.00
111000062,2022-07-01,14,20,29,32,34,43,2,,2,4,2,4,0,2,1,2,1,0,0.00,1,5185101.00,30,55498.00,67,15975.00,1326,2000.00,1818,1000.00,19221,400.00,24311,400.00
111000061,2022-06-28,21,24,25,41,42,45,34,,2,4,4,2,0,0,3,0,3,1,100000000.00,0,0.00,30,58145.00,69,16251.00,1280,2000.00,1715,1000.00,17316,400.00,24097,400.00
111000060,2022-06-24,3,18,26,29,40,43,13,3,2,4,3,3,1,1,2,1,1,0,0.00,0,0.00,34,63959.00,93,15031.00,1839,2000.00,2478,1000.00,26350,400.00,33720,400.00
111000059,2022-06-21,3,14,20,34,41,44,43,,3,3,2,4,1,2,0,1,2,1,123274688.00,3,690753.00,33,67626.00,100,14346.00,1738,2000.00,2311,1000.00,23036,400.00,31595,400.00
111000058,2022-06-17,7,11,28,30,46,47,48,"28,47",2,4,3,3,1,1,2,0,2,0,0.00,2,994652.00,28,76511.00,94,14651.00,1795,2000.00,2325,1000.00,22906,400.00,33759,400.00
111000057,2022-06-14,3,9,20,28,29,47,35,"28,29",3,3,4,2,2,1,2,0,1,0,0.00,3,1220482.00,33,61980.00,90,14609.00,1912,2000.00,2622,1000.00,25602,400.00,35958,400.00
111000056,2022-06-10,5,10,13,28,29,38,34,,3,3,3,3,2,1,2,1,0,0,0.00,0,0.00,46,41254.00,103,11844.00,2396,2000.00,2666,1000.00,27036,400.00,40904,400.00
111000055,2022-06-07,4,17,18,19,31,44,46,4,4,2,3,3,1,3,0,1,1,0,0.00,1,4691467.00,47,46943.00,88,16117.00,1784,2000.00,2280,1000.00,22788,400.00,33598,400.00
111000054,2022-06-03,4,11,39,42,43,48,44,11,2,4,3,3,1,1,0,1,3,1,100000000.00,0,0.00,35,81314.00,77,23760.00,2023,2000.00,2669,1000.00,28582,400.00,37973,400.00
